id_parada,data_hora_inicio,data_hora_fim,aerogerador,subsistema,codigo_alarme,descricao_alarme,tempo_parada_horas,tipo_manutencao
437,2025-04-16 00:47:00,2025-04-16 06:47:00,WTG-23,Converter / Electrical,605,Grid frequency instability,6.0,Corretiva
438,2025-04-16 08:27:00,2025-04-16 11:15:00,WTG-08,Gearbox (Multiplicador),702,High oil temperature,2.8,Corretiva
439,2025-04-16 13:08:00,2025-04-16 18:02:00,WTG-06,Yaw System,301,Yaw error,4.9,Corretiva
440,2025-04-16 14:01:00,2025-04-16 22:55:00,WTG-13,Sensors / Weather,804,Ambient temperature out of range,8.9,Preventiva
441,2025-04-17 21:59:00,2025-04-18 08:41:00,WTG-16,Converter / Electrical,604,DC link overvoltage,10.7,Corretiva
442,2025-04-18 02:08:00,2025-04-18 15:02:00,WTG-24,Yaw System,304,Yaw brake failure,12.9,Corretiva
443,2025-04-18 03:07:00,2025-04-18 09:01:00,WTG-14,Converter / Electrical,603,Converter communication failure,5.9,Preventiva
444,2025-04-18 05:00:00,2025-04-18 10:48:00,WTG-11,Hydraulic System,401,Low hydraulic pressure,5.8,Preventiva
445,2025-04-18 07:43:00,2025-04-18 08:31:00,WTG-26,Yaw System,303,Cable twist limit exceeded,0.8,Corretiva
446,2025-04-18 11:02:00,2025-04-18 22:44:00,WTG-17,Hydraulic System,401,Low hydraulic pressure,11.7,Preventiva
447,2025-04-18 14:52:00,2025-04-18 23:04:00,WTG-30,Gearbox (Multiplicador),702,High oil temperature,8.2,Preventiva
448,2025-04-18 20:54:00,2025-04-19 02:48:00,WTG-01,Gearbox (Multiplicador),703,Bearing vibration high,5.9,Preventiva
449,2025-04-19 08:31:00,2025-04-19 12:13:00,WTG-19,Hydraulic System,404,Hydraulic oil low level,3.7,Corretiva
450,2025-04-19 15:50:00,2025-04-19 16:44:00,WTG-14,Pitch System,205,Blade angle asymmetry limit reached,0.9,Corretiva
451,2025-04-20 02:23:00,2025-04-20 13:23:00,WTG-29,Yaw System,304,Yaw brake failure,11.0,Corretiva
452,2025-04-20 03:25:00,2025-04-20 08:07:00,WTG-03,Generator,505,Generator overspeed,4.7,Corretiva
453,2025-04-20 07:03:00,2025-04-20 10:21:00,WTG-16,Pitch System,203,Pitch motor overtemperature,3.3,Corretiva
454,2025-04-20 07:48:00,2025-04-20 22:30:00,WTG-05,Converter / Electrical,601,Grid voltage out of limits,14.7,Corretiva
455,2025-04-20 08:59:00,2025-04-20 12:05:00,WTG-11,Gearbox (Multiplicador),702,High oil temperature,3.1,Corretiva
456,2025-04-20 18:53:00,2025-04-21 14:41:00,WTG-05,Converter / Electrical,602,IGBT overtemperature,19.8,Corretiva
457,2025-04-20 23:33:00,2025-04-21 07:27:00,WTG-29,Generator,504,Slip ring brush wear limit,7.9,Preventiva
458,2025-04-21 02:40:00,2025-04-22 00:46:00,WTG-17,Converter / Electrical,601,Grid voltage out of limits,22.1,Corretiva
459,2025-04-21 05:28:00,2025-04-21 12:16:00,WTG-22,Hydraulic System,402,High hydraulic pressure,6.8,Preventiva
460,2025-04-21 10:03:00,2025-04-22 19:21:00,WTG-19,Converter / Electrical,603,Converter communication failure,33.3,Corretiva
461,2025-04-21 11:18:00,2025-04-21 15:06:00,WTG-23,Pitch System,204,Pitch position sensor error,3.8,Corretiva
462,2025-04-21 13:01:00,2025-04-21 22:31:00,WTG-18,Generator,502,Generator cooling failure,9.5,Corretiva
463,2025-04-21 16:16:00,2025-04-22 03:16:00,WTG-29,Pitch System,202,Pitch battery fault,11.0,Preventiva
464,2025-04-21 19:31:00,2025-04-22 02:49:00,WTG-01,Sensors / Weather,804,Ambient temperature out of range,7.3,Corretiva
465,2025-04-22 11:59:00,2025-04-22 12:47:00,WTG-12,Gearbox (Multiplicador),704,Oil filter clogged,0.8,Corretiva
466,2025-04-22 13:46:00,2025-04-23 01:28:00,WTG-19,Gearbox (Multiplicador),701,Low oil pressure,11.7,Corretiva
467,2025-04-22 19:51:00,2025-04-23 05:03:00,WTG-22,Hydraulic System,401,Low hydraulic pressure,9.2,Preventiva
468,2025-04-23 05:27:00,2025-04-23 17:21:00,WTG-26,Generator,505,Generator overspeed,11.9,Corretiva
469,2025-04-23 07:23:00,2025-04-23 11:29:00,WTG-10,Converter / Electrical,601,Grid voltage out of limits,4.1,Corretiva
470,2025-04-23 10:02:00,2025-04-24 06:50:00,WTG-07,Yaw System,303,Cable twist limit exceeded,20.8,Corretiva
471,2025-04-23 16:38:00,2025-04-23 21:26:00,WTG-19,Yaw System,302,Yaw motor overload,4.8,Corretiva
472,2025-04-23 21:31:00,2025-04-24 02:31:00,WTG-16,Generator,502,Generator cooling failure,5.0,Corretiva
473,2025-04-23 23:51:00,2025-04-24 02:21:00,WTG-04,Gearbox (Multiplicador),704,Oil filter clogged,2.5,Corretiva
474,2025-04-24 13:09:00,2025-04-24 23:03:00,WTG-20,Hydraulic System,404,Hydraulic oil low level,9.9,Preventiva
475,2025-04-24 15:02:00,2025-04-25 09:38:00,WTG-05,Sensors / Weather,803,Ice detection on blades,18.6,Corretiva
476,2025-04-24 21:15:00,2025-04-25 03:21:00,WTG-07,Yaw System,304,Yaw brake failure,6.1,Preventiva
477,2025-04-24 22:09:00,2025-04-25 01:33:00,WTG-24,Gearbox (Multiplicador),702,High oil temperature,3.4,Corretiva
478,2025-04-24 22:27:00,2025-04-25 04:27:00,WTG-18,Hydraulic System,401,Low hydraulic pressure,6.0,Preventiva
479,2025-04-24 22:51:00,2025-04-25 01:33:00,WTG-23,Gearbox (Multiplicador),705,Gear mesh frequency vibration,2.7,Corretiva
480,2025-04-25 13:25:00,2025-04-25 15:55:00,WTG-19,Pitch System,201,Difference between Pitch angles,2.5,Corretiva
481,2025-04-26 02:17:00,2025-04-26 07:05:00,WTG-25,Generator,502,Generator cooling failure,4.8,Preventiva
482,2025-04-26 03:06:00,2025-04-26 07:06:00,WTG-16,Sensors / Weather,803,Ice detection on blades,4.0,Preventiva
483,2025-04-26 10:40:00,2025-04-26 16:52:00,WTG-02,Hydraulic System,403,Hydraulic pump motor overload,6.2,Corretiva
484,2025-04-26 16:15:00,2025-04-27 14:39:00,WTG-20,Pitch System,201,Difference between Pitch angles,22.4,Corretiva
485,2025-04-26 21:32:00,2025-04-26 22:32:00,WTG-05,Hydraulic System,405,Valve switching failure,1.0,Corretiva
486,2025-04-27 03:07:00,2025-04-27 07:43:00,WTG-19,Converter / Electrical,602,IGBT overtemperature,4.6,Preventiva
487,2025-04-27 03:54:00,2025-04-27 15:42:00,WTG-11,Sensors / Weather,803,Ice detection on blades,11.8,Corretiva
488,2025-04-27 09:50:00,2025-04-28 02:44:00,WTG-26,Converter / Electrical,601,Grid voltage out of limits,16.9,Corretiva
489,2025-04-27 10:16:00,2025-04-28 04:52:00,WTG-19,Yaw System,303,Cable twist limit exceeded,18.6,Corretiva
490,2025-04-28 05:21:00,2025-04-28 17:27:00,WTG-16,Generator,502,Generator cooling failure,12.1,Corretiva
491,2025-04-28 05:32:00,2025-04-28 15:02:00,WTG-04,Generator,504,Slip ring brush wear limit,9.5,Corretiva
492,2025-04-28 08:38:00,2025-04-28 14:44:00,WTG-23,Converter / Electrical,603,Converter communication failure,6.1,Corretiva
493,2025-04-28 09:36:00,2025-04-28 16:00:00,WTG-29,Sensors / Weather,804,Ambient temperature out of range,6.4,Preventiva
494,2025-04-29 16:32:00,2025-04-30 07:56:00,WTG-03,Gearbox (Multiplicador),703,Bearing vibration high,15.4,Corretiva
495,2025-04-29 17:12:00,2025-04-30 06:24:00,WTG-26,Converter / Electrical,604,DC link overvoltage,13.2,Corretiva
496,2025-04-30 04:34:00,2025-04-30 08:10:00,WTG-04,Hydraulic System,402,High hydraulic pressure,3.6,Corretiva
497,2025-05-01 04:03:00,2025-05-01 10:39:00,WTG-08,Yaw System,303,Cable twist limit exceeded,6.6,Preventiva
498,2025-05-01 14:17:00,2025-05-02 03:17:00,WTG-30,Hydraulic System,401,Low hydraulic pressure,13.0,Corretiva
499,2025-05-01 16:51:00,2025-05-02 00:15:00,WTG-22,Pitch System,202,Pitch battery fault,7.4,Corretiva
500,2025-05-02 02:38:00,2025-05-02 05:38:00,WTG-18,Generator,503,Bearing temperature high,3.0,Corretiva
501,2025-05-02 11:31:00,2025-05-03 00:01:00,WTG-22,Pitch System,203,Pitch motor overtemperature,12.5,Corretiva
502,2025-05-03 08:22:00,2025-05-03 10:52:00,WTG-20,Generator,504,Slip ring brush wear limit,2.5,Corretiva
503,2025-05-03 13:05:00,2025-05-03 18:29:00,WTG-16,Hydraulic System,403,Hydraulic pump motor overload,5.4,Preventiva
504,2025-05-03 13:23:00,2025-05-03 14:11:00,WTG-05,Yaw System,305,Yaw inverter fault,0.8,Corretiva
505,2025-05-03 13:25:00,2025-05-03 23:01:00,WTG-13,Converter / Electrical,601,Grid voltage out of limits,9.6,Preventiva
506,2025-05-03 19:03:00,2025-05-04 01:51:00,WTG-03,Pitch System,202,Pitch battery fault,6.8,Preventiva
507,2025-05-04 02:09:00,2025-05-04 05:51:00,WTG-17,Sensors / Weather,803,Ice detection on blades,3.7,Corretiva
508,2025-05-04 22:05:00,2025-05-05 06:17:00,WTG-01,Gearbox (Multiplicador),701,Low oil pressure,8.2,Corretiva
509,2025-05-05 10:18:00,2025-05-05 11:36:00,WTG-06,Sensors / Weather,803,Ice detection on blades,1.3,Corretiva
510,2025-05-05 13:59:00,2025-05-06 00:47:00,WTG-19,Generator,503,Bearing temperature high,10.8,Preventiva
511,2025-05-06 02:08:00,2025-05-06 07:08:00,WTG-29,Hydraulic System,402,High hydraulic pressure,5.0,Corretiva
512,2025-05-06 04:15:00,2025-05-06 14:51:00,WTG-17,Converter / Electrical,602,IGBT overtemperature,10.6,Corretiva
513,2025-05-06 06:03:00,2025-05-06 16:21:00,WTG-12,Pitch System,202,Pitch battery fault,10.3,Preventiva
514,2025-05-06 12:40:00,2025-05-07 00:10:00,WTG-19,Generator,501,High temperature winding,11.5,Corretiva
515,2025-05-06 22:24:00,2025-05-06 23:42:00,WTG-23,Converter / Electrical,604,DC link overvoltage,1.3,Corretiva
516,2025-05-06 23:23:00,2025-05-07 01:05:00,WTG-11,Pitch System,201,Difference between Pitch angles,1.7,Corretiva
517,2025-05-07 08:54:00,2025-05-07 10:42:00,WTG-24,Hydraulic System,401,Low hydraulic pressure,1.8,Corretiva
518,2025-05-07 19:22:00,2025-05-08 04:46:00,WTG-01,Hydraulic System,402,High hydraulic pressure,9.4,Corretiva
519,2025-05-08 05:22:00,2025-05-08 07:52:00,WTG-19,Generator,503,Bearing temperature high,2.5,Corretiva
520,2025-05-08 05:45:00,2025-05-08 09:03:00,WTG-02,Generator,504,Slip ring brush wear limit,3.3,Corretiva
521,2025-05-08 05:51:00,2025-05-08 11:09:00,WTG-14,Generator,502,Generator cooling failure,5.3,Preventiva
522,2025-05-08 13:03:00,2025-05-09 06:27:00,WTG-09,Yaw System,302,Yaw motor overload,17.4,Corretiva
523,2025-05-08 18:15:00,2025-05-09 01:57:00,WTG-18,Generator,502,Generator cooling failure,7.7,Corretiva
524,2025-05-08 18:27:00,2025-05-08 23:51:00,WTG-19,Generator,505,Generator overspeed,5.4,Preventiva
525,2025-05-09 04:53:00,2025-05-09 17:05:00,WTG-03,Sensors / Weather,801,Anemometer mismatch,12.2,Corretiva
526,2025-05-09 09:25:00,2025-05-09 16:01:00,WTG-26,Generator,501,High temperature winding,6.6,Preventiva
527,2025-05-09 11:09:00,2025-05-09 17:51:00,WTG-23,Pitch System,204,Pitch position sensor error,6.7,Corretiva
528,2025-05-09 11:41:00,2025-05-09 16:41:00,WTG-16,Sensors / Weather,804,Ambient temperature out of range,5.0,Corretiva
529,2025-05-09 13:41:00,2025-05-09 15:29:00,WTG-11,Generator,505,Generator overspeed,1.8,Corretiva
530,2025-05-09 16:39:00,2025-05-09 22:57:00,WTG-16,Yaw System,302,Yaw motor overload,6.3,Corretiva
531,2025-05-09 18:02:00,2025-05-09 21:26:00,WTG-16,Generator,505,Generator overspeed,3.4,Corretiva
532,2025-05-09 21:33:00,2025-05-11 07:51:00,WTG-20,Converter / Electrical,603,Converter communication failure,34.3,Corretiva
533,2025-05-09 22:58:00,2025-05-10 19:28:00,WTG-18,Converter / Electrical,602,IGBT overtemperature,20.5,Corretiva
534,2025-05-10 01:12:00,2025-05-10 12:06:00,WTG-29,Sensors / Weather,802,Wind vane error,10.9,Corretiva
535,2025-05-10 17:40:00,2025-05-11 06:28:00,WTG-10,Hydraulic System,402,High hydraulic pressure,12.8,Corretiva
536,2025-05-11 12:27:00,2025-05-11 23:15:00,WTG-04,Yaw System,305,Yaw inverter fault,10.8,Preventiva
537,2025-05-11 16:27:00,2025-05-12 03:39:00,WTG-08,Hydraulic System,401,Low hydraulic pressure,11.2,Corretiva
538,2025-05-11 23:17:00,2025-05-12 11:11:00,WTG-22,Converter / Electrical,603,Converter communication failure,11.9,Preventiva
539,2025-05-12 00:32:00,2025-05-12 04:26:00,WTG-24,Hydraulic System,403,Hydraulic pump motor overload,3.9,Corretiva
540,2025-05-12 02:07:00,2025-05-12 03:13:00,WTG-14,Generator,501,High temperature winding,1.1,Corretiva
541,2025-05-12 14:25:00,2025-05-12 17:55:00,WTG-19,Hydraulic System,404,Hydraulic oil low level,3.5,Corretiva
542,2025-05-12 15:30:00,2025-05-13 10:24:00,WTG-28,Yaw System,304,Yaw brake failure,18.9,Corretiva
543,2025-05-12 23:11:00,2025-05-13 05:29:00,WTG-14,Hydraulic System,405,Valve switching failure,6.3,Preventiva
544,2025-05-13 15:21:00,2025-05-13 17:51:00,WTG-27,Sensors / Weather,801,Anemometer mismatch,2.5,Corretiva
545,2025-05-13 17:52:00,2025-05-14 00:04:00,WTG-19,Yaw System,304,Yaw brake failure,6.2,Corretiva
546,2025-05-14 02:03:00,2025-05-14 12:45:00,WTG-04,Hydraulic System,404,Hydraulic oil low level,10.7,Preventiva
547,2025-05-14 06:22:00,2025-05-14 15:10:00,WTG-14,Yaw System,302,Yaw motor overload,8.8,Preventiva
548,2025-05-14 07:48:00,2025-05-14 23:00:00,WTG-24,Sensors / Weather,804,Ambient temperature out of range,15.2,Corretiva
549,2025-05-14 08:30:00,2025-05-14 09:42:00,WTG-12,Generator,503,Bearing temperature high,1.2,Corretiva
550,2025-05-14 22:41:00,2025-05-16 03:41:00,WTG-03,Generator,502,Generator cooling failure,29.0,Corretiva
551,2025-05-15 04:01:00,2025-05-15 08:07:00,WTG-24,Yaw System,304,Yaw brake failure,4.1,Corretiva
552,2025-05-15 05:40:00,2025-05-15 12:52:00,WTG-21,Converter / Electrical,603,Converter communication failure,7.2,Corretiva
553,2025-05-15 14:47:00,2025-05-15 19:29:00,WTG-11,Converter / Electrical,605,Grid frequency instability,4.7,Corretiva
554,2025-05-16 07:50:00,2025-05-17 04:26:00,WTG-11,Hydraulic System,402,High hydraulic pressure,20.6,Corretiva
555,2025-05-16 16:21:00,2025-05-17 02:57:00,WTG-20,Pitch System,201,Difference between Pitch angles,10.6,Preventiva
556,2025-05-16 21:06:00,2025-05-17 01:42:00,WTG-22,Converter / Electrical,604,DC link overvoltage,4.6,Corretiva
557,2025-05-17 00:32:00,2025-05-17 02:56:00,WTG-22,Pitch System,203,Pitch motor overtemperature,2.4,Corretiva
558,2025-05-17 13:01:00,2025-05-17 23:19:00,WTG-06,Sensors / Weather,802,Wind vane error,10.3,Preventiva
559,2025-05-17 13:03:00,2025-05-17 17:45:00,WTG-24,Generator,501,High temperature winding,4.7,Corretiva
560,2025-05-17 13:38:00,2025-05-17 19:02:00,WTG-02,Sensors / Weather,802,Wind vane error,5.4,Corretiva
561,2025-05-17 18:01:00,2025-05-17 23:37:00,WTG-20,Converter / Electrical,605,Grid frequency instability,5.6,Preventiva
562,2025-05-17 22:17:00,2025-05-18 05:47:00,WTG-05,Converter / Electrical,602,IGBT overtemperature,7.5,Preventiva
563,2025-05-18 10:06:00,2025-05-18 19:36:00,WTG-07,Gearbox (Multiplicador),702,High oil temperature,9.5,Preventiva
564,2025-05-18 13:43:00,2025-05-18 16:31:00,WTG-22,Yaw System,304,Yaw brake failure,2.8,Corretiva
565,2025-05-18 14:12:00,2025-05-18 18:48:00,WTG-17,Generator,502,Generator cooling failure,4.6,Preventiva
566,2025-05-18 15:01:00,2025-05-18 22:37:00,WTG-20,Converter / Electrical,603,Converter communication failure,7.6,Corretiva
567,2025-05-18 23:40:00,2025-05-19 02:52:00,WTG-13,Converter / Electrical,604,DC link overvoltage,3.2,Corretiva
568,2025-05-19 02:18:00,2025-05-19 19:24:00,WTG-25,Sensors / Weather,802,Wind vane error,17.1,Corretiva
569,2025-05-19 05:17:00,2025-05-19 08:05:00,WTG-07,Pitch System,205,Blade angle asymmetry limit reached,2.8,Corretiva
570,2025-05-19 12:57:00,2025-05-19 21:39:00,WTG-04,Hydraulic System,405,Valve switching failure,8.7,Corretiva
571,2025-05-19 15:37:00,2025-05-19 19:37:00,WTG-16,Sensors / Weather,801,Anemometer mismatch,4.0,Corretiva
572,2025-05-19 18:08:00,2025-05-19 19:14:00,WTG-08,Hydraulic System,401,Low hydraulic pressure,1.1,Corretiva
573,2025-05-19 20:07:00,2025-05-19 21:01:00,WTG-12,Gearbox (Multiplicador),705,Gear mesh frequency vibration,0.9,Corretiva
574,2025-05-19 22:57:00,2025-05-20 04:33:00,WTG-26,Pitch System,205,Blade angle asymmetry limit reached,5.6,Corretiva
575,2025-05-20 19:46:00,2025-05-20 22:10:00,WTG-21,Pitch System,205,Blade angle asymmetry limit reached,2.4,Corretiva
576,2025-05-21 12:49:00,2025-05-21 22:55:00,WTG-17,Converter / Electrical,603,Converter communication failure,10.1,Preventiva
577,2025-05-21 23:59:00,2025-05-22 07:59:00,WTG-05,Generator,502,Generator cooling failure,8.0,Preventiva
578,2025-05-22 04:01:00,2025-05-22 04:37:00,WTG-29,Pitch System,205,Blade angle asymmetry limit reached,0.6,Corretiva
579,2025-05-22 15:47:00,2025-05-23 01:53:00,WTG-20,Generator,501,High temperature winding,10.1,Corretiva
580,2025-05-22 22:36:00,2025-05-23 04:12:00,WTG-25,Yaw System,303,Cable twist limit exceeded,5.6,Corretiva
581,2025-05-23 07:54:00,2025-05-23 09:36:00,WTG-02,Gearbox (Multiplicador),701,Low oil pressure,1.7,Corretiva
582,2025-05-23 10:15:00,2025-05-23 18:09:00,WTG-21,Yaw System,302,Yaw motor overload,7.9,Corretiva
583,2025-05-23 19:00:00,2025-05-23 23:24:00,WTG-22,Sensors / Weather,804,Ambient temperature out of range,4.4,Corretiva
584,2025-05-23 23:28:00,2025-05-24 00:46:00,WTG-29,Gearbox (Multiplicador),703,Bearing vibration high,1.3,Corretiva
585,2025-05-24 00:40:00,2025-05-24 01:46:00,WTG-20,Converter / Electrical,601,Grid voltage out of limits,1.1,Corretiva
586,2025-05-24 07:00:00,2025-05-24 10:12:00,WTG-01,Gearbox (Multiplicador),704,Oil filter clogged,3.2,Corretiva
587,2025-05-24 15:19:00,2025-05-24 21:13:00,WTG-24,Generator,505,Generator overspeed,5.9,Corretiva
588,2025-05-24 18:32:00,2025-05-24 20:08:00,WTG-05,Generator,503,Bearing temperature high,1.6,Corretiva
589,2025-05-25 01:10:00,2025-05-25 12:34:00,WTG-08,Gearbox (Multiplicador),705,Gear mesh frequency vibration,11.4,Corretiva
590,2025-05-25 06:27:00,2025-05-25 13:45:00,WTG-21,Converter / Electrical,603,Converter communication failure,7.3,Corretiva
591,2025-05-25 22:33:00,2025-05-26 02:09:00,WTG-21,Hydraulic System,401,Low hydraulic pressure,3.6,Corretiva
592,2025-05-26 05:59:00,2025-05-26 10:35:00,WTG-07,Pitch System,204,Pitch position sensor error,4.6,Corretiva
593,2025-05-26 09:57:00,2025-05-27 04:03:00,WTG-27,Gearbox (Multiplicador),705,Gear mesh frequency vibration,18.1,Corretiva
594,2025-05-27 06:46:00,2025-05-27 13:28:00,WTG-01,Pitch System,202,Pitch battery fault,6.7,Corretiva
595,2025-05-27 16:31:00,2025-05-27 17:31:00,WTG-03,Hydraulic System,401,Low hydraulic pressure,1.0,Corretiva
596,2025-05-27 22:08:00,2025-05-28 08:38:00,WTG-27,Converter / Electrical,601,Grid voltage out of limits,10.5,Preventiva
597,2025-05-27 23:52:00,2025-05-28 08:04:00,WTG-02,Gearbox (Multiplicador),704,Oil filter clogged,8.2,Preventiva
598,2025-05-28 00:48:00,2025-05-28 01:36:00,WTG-28,Generator,503,Bearing temperature high,0.8,Corretiva
599,2025-05-28 00:57:00,2025-05-28 12:57:00,WTG-24,Yaw System,302,Yaw motor overload,12.0,Corretiva
600,2025-05-28 10:04:00,2025-05-28 18:34:00,WTG-08,Gearbox (Multiplicador),701,Low oil pressure,8.5,Preventiva
601,2025-05-28 11:58:00,2025-05-28 16:04:00,WTG-01,Converter / Electrical,601,Grid voltage out of limits,4.1,Corretiva
602,2025-05-28 17:47:00,2025-05-28 23:59:00,WTG-06,Generator,505,Generator overspeed,6.2,Corretiva
603,2025-05-28 18:56:00,2025-05-29 00:32:00,WTG-27,Pitch System,202,Pitch battery fault,5.6,Preventiva
604,2025-05-28 21:50:00,2025-05-29 01:50:00,WTG-28,Pitch System,202,Pitch battery fault,4.0,Corretiva
605,2025-05-29 00:12:00,2025-05-29 02:42:00,WTG-04,Pitch System,201,Difference between Pitch angles,2.5,Corretiva
606,2025-05-29 05:24:00,2025-05-29 08:12:00,WTG-03,Hydraulic System,402,High hydraulic pressure,2.8,Corretiva
607,2025-05-29 10:32:00,2025-05-29 16:02:00,WTG-21,Gearbox (Multiplicador),703,Bearing vibration high,5.5,Preventiva
608,2025-05-29 16:31:00,2025-05-30 06:55:00,WTG-28,Yaw System,305,Yaw inverter fault,14.4,Corretiva
609,2025-05-29 20:17:00,2025-05-30 03:41:00,WTG-24,Sensors / Weather,804,Ambient temperature out of range,7.4,Corretiva
610,2025-05-29 21:45:00,2025-05-30 18:15:00,WTG-01,Converter / Electrical,602,IGBT overtemperature,20.5,Corretiva
611,2025-05-30 02:32:00,2025-05-30 03:08:00,WTG-24,Yaw System,303,Cable twist limit exceeded,0.6,Corretiva
612,2025-05-30 07:30:00,2025-05-31 15:12:00,WTG-10,Converter / Electrical,604,DC link overvoltage,31.7,Corretiva
613,2025-05-30 11:26:00,2025-05-30 19:44:00,WTG-15,Generator,503,Bearing temperature high,8.3,Corretiva
614,2025-05-30 12:03:00,2025-06-01 06:33:00,WTG-11,Converter / Electrical,602,IGBT overtemperature,42.5,Corretiva
615,2025-05-30 14:31:00,2025-05-30 17:13:00,WTG-28,Generator,504,Slip ring brush wear limit,2.7,Corretiva
616,2025-05-31 09:04:00,2025-05-31 14:34:00,WTG-11,Gearbox (Multiplicador),703,Bearing vibration high,5.5,Preventiva
617,2025-05-31 15:52:00,2025-05-31 20:16:00,WTG-08,Sensors / Weather,804,Ambient temperature out of range,4.4,Preventiva
618,2025-05-31 23:09:00,2025-06-01 04:27:00,WTG-02,Sensors / Weather,804,Ambient temperature out of range,5.3,Corretiva
619,2025-05-31 23:41:00,2025-06-01 10:35:00,WTG-26,Converter / Electrical,604,DC link overvoltage,10.9,Corretiva
620,2025-06-01 05:44:00,2025-06-01 07:44:00,WTG-04,Generator,503,Bearing temperature high,2.0,Corretiva
621,2025-06-01 09:21:00,2025-06-02 07:57:00,WTG-22,Sensors / Weather,802,Wind vane error,22.6,Corretiva
622,2025-06-01 13:48:00,2025-06-01 21:00:00,WTG-10,Gearbox (Multiplicador),701,Low oil pressure,7.2,Corretiva
623,2025-06-01 16:22:00,2025-06-02 01:28:00,WTG-05,Pitch System,203,Pitch motor overtemperature,9.1,Preventiva
624,2025-06-01 19:26:00,2025-06-01 22:38:00,WTG-23,Hydraulic System,405,Valve switching failure,3.2,Corretiva
625,2025-06-02 01:09:00,2025-06-02 10:03:00,WTG-28,Yaw System,304,Yaw brake failure,8.9,Corretiva
626,2025-06-02 05:24:00,2025-06-02 17:42:00,WTG-25,Hydraulic System,404,Hydraulic oil low level,12.3,Corretiva
627,2025-06-02 17:49:00,2025-06-02 19:19:00,WTG-19,Hydraulic System,405,Valve switching failure,1.5,Corretiva
628,2025-06-03 03:41:00,2025-06-03 07:23:00,WTG-15,Generator,501,High temperature winding,3.7,Corretiva
629,2025-06-03 05:13:00,2025-06-03 09:25:00,WTG-29,Pitch System,205,Blade angle asymmetry limit reached,4.2,Preventiva
630,2025-06-03 08:46:00,2025-06-03 11:34:00,WTG-08,Gearbox (Multiplicador),705,Gear mesh frequency vibration,2.8,Corretiva
631,2025-06-03 08:57:00,2025-06-03 12:57:00,WTG-11,Pitch System,201,Difference between Pitch angles,4.0,Corretiva
632,2025-06-03 15:20:00,2025-06-03 22:08:00,WTG-27,Gearbox (Multiplicador),704,Oil filter clogged,6.8,Corretiva
633,2025-06-03 16:24:00,2025-06-03 22:06:00,WTG-14,Sensors / Weather,802,Wind vane error,5.7,Corretiva
634,2025-06-04 10:18:00,2025-06-04 23:30:00,WTG-24,Hydraulic System,403,Hydraulic pump motor overload,13.2,Corretiva
635,2025-06-04 16:46:00,2025-06-04 18:52:00,WTG-03,Hydraulic System,405,Valve switching failure,2.1,Corretiva
636,2025-06-04 17:57:00,2025-06-04 21:21:00,WTG-21,Generator,502,Generator cooling failure,3.4,Corretiva
637,2025-06-04 21:14:00,2025-06-05 00:08:00,WTG-29,Converter / Electrical,602,IGBT overtemperature,2.9,Corretiva
638,2025-06-05 06:01:00,2025-06-05 18:25:00,WTG-26,Converter / Electrical,604,DC link overvoltage,12.4,Corretiva
639,2025-06-05 13:42:00,2025-06-05 16:24:00,WTG-28,Converter / Electrical,604,DC link overvoltage,2.7,Corretiva
640,2025-06-05 20:10:00,2025-06-06 04:28:00,WTG-09,Generator,501,High temperature winding,8.3,Corretiva
641,2025-06-06 00:33:00,2025-06-06 11:09:00,WTG-24,Converter / Electrical,603,Converter communication failure,10.6,Preventiva
642,2025-06-06 06:46:00,2025-06-07 03:16:00,WTG-02,Hydraulic System,402,High hydraulic pressure,20.5,Corretiva
643,2025-06-06 14:12:00,2025-06-06 22:48:00,WTG-06,Sensors / Weather,803,Ice detection on blades,8.6,Preventiva
644,2025-06-06 14:30:00,2025-06-07 01:06:00,WTG-05,Gearbox (Multiplicador),701,Low oil pressure,10.6,Corretiva
645,2025-06-06 21:05:00,2025-06-07 00:47:00,WTG-15,Generator,504,Slip ring brush wear limit,3.7,Corretiva
646,2025-06-07 03:42:00,2025-06-07 04:54:00,WTG-11,Gearbox (Multiplicador),701,Low oil pressure,1.2,Corretiva
647,2025-06-07 03:44:00,2025-06-07 08:26:00,WTG-18,Converter / Electrical,601,Grid voltage out of limits,4.7,Preventiva
648,2025-06-07 08:19:00,2025-06-07 17:49:00,WTG-07,Hydraulic System,401,Low hydraulic pressure,9.5,Corretiva
649,2025-06-07 11:57:00,2025-06-07 13:15:00,WTG-07,Yaw System,304,Yaw brake failure,1.3,Corretiva
650,2025-06-08 02:43:00,2025-06-08 10:49:00,WTG-18,Sensors / Weather,802,Wind vane error,8.1,Corretiva
651,2025-06-08 02:46:00,2025-06-08 08:40:00,WTG-09,Pitch System,203,Pitch motor overtemperature,5.9,Corretiva
652,2025-06-08 03:28:00,2025-06-08 10:46:00,WTG-04,Gearbox (Multiplicador),703,Bearing vibration high,7.3,Corretiva
653,2025-06-08 05:19:00,2025-06-08 08:49:00,WTG-09,Pitch System,201,Difference between Pitch angles,3.5,Corretiva
654,2025-06-08 12:14:00,2025-06-09 05:14:00,WTG-02,Hydraulic System,403,Hydraulic pump motor overload,17.0,Corretiva
655,2025-06-08 13:02:00,2025-06-09 10:32:00,WTG-08,Hydraulic System,405,Valve switching failure,21.5,Corretiva
