id_parada,data_hora_inicio,data_hora_fim,aerogerador,subsistema,codigo_alarme,descricao_alarme,tempo_parada_horas,tipo_parada
458,2025-04-19 18:24:00,2025-04-19 19:54:00,WTG-03,Gearbox,702,High oil temperature,1.5,TRIP
459,2025-04-19 22:18:00,2025-04-20 03:48:00,WTG-07,PCM-CORR,002,manual stop_repair,5.5,Corrective
460,2025-04-19 23:52:00,2025-04-20 03:16:00,WTG-03,Electrical,601,Grid voltage out of limits,3.4,TRIP
461,2025-04-20 14:14:00,2025-04-20 17:38:00,WTG-03,Gearbox,705,Gear mesh frequency vibration,3.4,TRIP
462,2025-04-20 14:51:00,2025-04-20 17:09:00,WTG-19,Gearbox,702,High oil temperature,2.3,TRIP
463,2025-04-20 17:26:00,2025-04-20 19:50:00,WTG-04,Sensors,802,Wind vane error,2.4,TRIP
464,2025-04-20 18:05:00,2025-04-21 07:29:00,WTG-29,Sensors,802,Wind vane error,13.4,TRIP
465,2025-04-20 19:51:00,2025-04-20 23:57:00,WTG-04,Hydraulic System,402,High hydraulic pressure,4.1,TRIP
466,2025-04-20 21:15:00,2025-04-21 01:15:00,WTG-28,Yaw System,303,Cable twist limit exceeded,4.0,TRIP
467,2025-04-20 23:07:00,2025-04-22 02:37:00,WTG-23,Yaw System,303,Cable twist limit exceeded,27.5,TRIP
468,2025-04-21 00:51:00,2025-04-21 04:21:00,WTG-10,Sensors,804,Ambient temperature out of range,3.5,TRIP
469,2025-04-21 06:52:00,2025-04-21 12:22:00,WTG-03,PCM-CORR,002,manual stop_repair,5.5,Corrective
470,2025-04-21 06:57:00,2025-04-21 10:09:00,WTG-19,Sensors,803,Ice detection on blades,3.2,TRIP
471,2025-04-21 09:00:00,2025-04-24 09:00:00,WTG-09,PCM-PROG,001,manual stop_maintenance,72.0,Preventive
472,2025-04-21 15:16:00,2025-04-22 02:40:00,WTG-26,PCM-CORR,002,manual stop_repair,11.4,Corrective
473,2025-04-21 16:42:00,2025-04-21 19:06:00,WTG-12,Pitch System,202,Pitch battery fault,2.4,TRIP
474,2025-04-21 19:08:00,2025-04-22 06:20:00,WTG-28,Hydraulic System,401,Low hydraulic pressure,11.2,TRIP
475,2025-04-22 11:16:00,2025-04-22 12:28:00,WTG-19,Generator,505,Generator overspeed,1.2,TRIP
476,2025-04-22 12:36:00,2025-04-22 21:06:00,WTG-16,Gearbox,705,Gear mesh frequency vibration,8.5,TRIP
477,2025-04-22 13:33:00,2025-04-22 18:57:00,WTG-02,Gearbox,704,Oil filter clogged,5.4,TRIP
478,2025-04-22 13:49:00,2025-04-22 21:37:00,WTG-11,PCM-CORR,002,manual stop_repair,7.8,Corrective
479,2025-04-22 17:11:00,2025-04-23 11:53:00,WTG-24,PCM-CORR,002,manual stop_repair,18.7,Corrective
480,2025-04-22 20:07:00,2025-04-23 17:19:00,WTG-25,Pitch System,205,Blade angle asymmetry limit reached,21.2,TRIP
481,2025-04-23 08:37:00,2025-04-24 10:55:00,WTG-20,Yaw System,305,Yaw inverter fault,26.3,TRIP
482,2025-04-23 15:01:00,2025-04-25 05:55:00,WTG-16,Pitch System,201,Difference between Pitch angles,38.9,TRIP
483,2025-04-23 16:46:00,2025-04-24 13:58:00,WTG-26,PCM-CORR,002,manual stop_repair,21.2,Corrective
484,2025-04-24 21:14:00,2025-04-25 03:50:00,WTG-27,Yaw System,303,Cable twist limit exceeded,6.6,TRIP
485,2025-04-24 21:40:00,2025-04-26 02:04:00,WTG-19,Gearbox,705,Gear mesh frequency vibration,28.4,TRIP
486,2025-04-25 05:22:00,2025-04-26 04:10:00,WTG-23,Electrical,603,Converter communication failure,22.8,TRIP
487,2025-04-25 18:57:00,2025-04-27 03:45:00,WTG-17,Hydraulic System,404,Hydraulic oil low level,32.8,TRIP
488,2025-04-25 20:45:00,2025-04-26 01:45:00,WTG-13,Pitch System,203,Pitch motor overtemperature,5.0,TRIP
489,2025-04-25 21:48:00,2025-04-26 10:24:00,WTG-05,Yaw System,305,Yaw inverter fault,12.6,TRIP
490,2025-04-25 23:15:00,2025-04-26 03:09:00,WTG-14,Yaw System,302,Yaw motor overload,3.9,TRIP
491,2025-04-26 01:56:00,2025-04-27 08:32:00,WTG-02,PCM-CORR,002,manual stop_repair,30.6,Corrective
492,2025-04-26 03:33:00,2025-04-27 18:39:00,WTG-01,Hydraulic System,402,High hydraulic pressure,39.1,TRIP
493,2025-04-26 04:59:00,2025-04-26 18:23:00,WTG-08,Gearbox,704,Oil filter clogged,13.4,TRIP
494,2025-04-26 05:46:00,2025-04-26 07:04:00,WTG-27,Generator,502,Generator cooling failure,1.3,TRIP
495,2025-04-26 10:41:00,2025-04-26 15:47:00,WTG-08,Pitch System,204,Pitch position sensor error,5.1,TRIP
496,2025-04-26 13:19:00,2025-04-26 15:07:00,WTG-09,Generator,502,Generator cooling failure,1.8,TRIP
497,2025-04-26 15:53:00,2025-04-27 18:23:00,WTG-03,PCM-CORR,002,manual stop_repair,26.5,Corrective
498,2025-04-26 23:28:00,2025-04-28 03:40:00,WTG-24,Yaw System,302,Yaw motor overload,28.2,TRIP
499,2025-04-26 23:54:00,2025-04-27 13:54:00,WTG-09,PCM-CORR,002,manual stop_repair,14.0,Corrective
500,2025-04-27 05:09:00,2025-04-27 16:39:00,WTG-03,Gearbox,701,Low oil pressure,11.5,TRIP
501,2025-04-27 12:36:00,2025-04-27 16:18:00,WTG-10,Gearbox,704,Oil filter clogged,3.7,TRIP
502,2025-04-27 13:17:00,2025-04-27 17:47:00,WTG-13,Pitch System,205,Blade angle asymmetry limit reached,4.5,TRIP
503,2025-04-27 18:27:00,2025-04-28 06:51:00,WTG-04,Electrical,605,Grid frequency instability,12.4,TRIP
504,2025-04-28 03:29:00,2025-04-28 06:11:00,WTG-11,Pitch System,201,Difference between Pitch angles,2.7,TRIP
505,2025-04-28 04:11:00,2025-04-28 06:53:00,WTG-26,Sensors,803,Ice detection on blades,2.7,TRIP
506,2025-04-28 07:08:00,2025-04-29 10:32:00,WTG-16,PCM-CORR,002,manual stop_repair,27.4,Corrective
507,2025-04-28 13:43:00,2025-04-28 16:31:00,WTG-21,Yaw System,301,Yaw error,2.8,TRIP
508,2025-04-28 21:28:00,2025-04-29 06:10:00,WTG-09,Sensors,802,Wind vane error,8.7,TRIP
509,2025-04-29 20:27:00,2025-04-30 06:51:00,WTG-05,PCM-CORR,002,manual stop_repair,10.4,Corrective
510,2025-04-30 02:47:00,2025-04-30 18:35:00,WTG-12,Gearbox,704,Oil filter clogged,15.8,TRIP
511,2025-04-30 09:02:00,2025-04-30 11:32:00,WTG-10,Pitch System,201,Difference between Pitch angles,2.5,TRIP
512,2025-04-30 10:28:00,2025-04-30 21:28:00,WTG-11,PCM-CORR,002,manual stop_repair,11.0,Corrective
513,2025-04-30 13:58:00,2025-04-30 18:04:00,WTG-09,Sensors,801,Anemometer mismatch,4.1,TRIP
514,2025-04-30 17:25:00,2025-04-30 21:55:00,WTG-18,Hydraulic System,404,Hydraulic oil low level,4.5,TRIP
515,2025-05-01 06:01:00,2025-05-01 14:49:00,WTG-19,Yaw System,302,Yaw motor overload,8.8,TRIP
516,2025-05-01 08:09:00,2025-05-02 05:39:00,WTG-27,PCM-CORR,002,manual stop_repair,21.5,Corrective
517,2025-05-01 21:52:00,2025-05-02 11:10:00,WTG-12,PCM-CORR,002,manual stop_repair,13.3,Corrective
518,2025-05-01 22:14:00,2025-05-02 03:08:00,WTG-03,PCM-CORR,002,manual stop_repair,4.9,Corrective
519,2025-05-02 01:36:00,2025-05-03 00:12:00,WTG-25,Hydraulic System,405,Valve switching failure,22.6,TRIP
520,2025-05-02 07:03:00,2025-05-02 10:27:00,WTG-18,Generator,502,Generator cooling failure,3.4,TRIP
521,2025-05-02 09:56:00,2025-05-02 22:44:00,WTG-30,Electrical,603,Converter communication failure,12.8,TRIP
522,2025-05-02 12:38:00,2025-05-02 13:38:00,WTG-11,Electrical,605,Grid frequency instability,1.0,TRIP
523,2025-05-03 01:38:00,2025-05-03 23:08:00,WTG-28,Generator,502,Generator cooling failure,21.5,TRIP
524,2025-05-03 06:36:00,2025-05-03 17:00:00,WTG-04,Hydraulic System,403,Hydraulic pump motor overload,10.4,TRIP
525,2025-05-03 12:35:00,2025-05-03 15:53:00,WTG-19,Pitch System,204,Pitch position sensor error,3.3,TRIP
526,2025-05-03 12:36:00,2025-05-03 15:24:00,WTG-16,Pitch System,201,Difference between Pitch angles,2.8,TRIP
527,2025-05-03 17:39:00,2025-05-05 01:15:00,WTG-10,Hydraulic System,404,Hydraulic oil low level,31.6,TRIP
528,2025-05-04 02:48:00,2025-05-04 19:12:00,WTG-26,Yaw System,305,Yaw inverter fault,16.4,TRIP
529,2025-05-04 05:22:00,2025-05-04 11:34:00,WTG-01,Electrical,602,IGBT overtemperature,6.2,TRIP
530,2025-05-04 06:11:00,2025-05-04 08:53:00,WTG-30,Sensors,801,Anemometer mismatch,2.7,TRIP
531,2025-05-04 09:53:00,2025-05-04 15:59:00,WTG-13,Generator,505,Generator overspeed,6.1,TRIP
532,2025-05-04 10:45:00,2025-05-05 02:03:00,WTG-09,Gearbox,704,Oil filter clogged,15.3,TRIP
533,2025-05-04 18:40:00,2025-05-05 09:34:00,WTG-18,PCM-CORR,002,manual stop_repair,14.9,Corrective
534,2025-05-04 21:30:00,2025-05-05 00:30:00,WTG-26,Pitch System,202,Pitch battery fault,3.0,TRIP
535,2025-05-05 07:00:00,2025-05-08 07:00:00,WTG-15,PCM-PROG,001,manual stop_maintenance,72.0,Preventive
536,2025-05-05 08:57:00,2025-05-05 12:15:00,WTG-29,PCM-CORR,002,manual stop_repair,3.3,Corrective
537,2025-05-06 11:06:00,2025-05-06 17:06:00,WTG-13,Sensors,803,Ice detection on blades,6.0,TRIP
538,2025-05-06 11:19:00,2025-05-06 15:43:00,WTG-17,Pitch System,202,Pitch battery fault,4.4,TRIP
539,2025-05-06 22:23:00,2025-05-06 23:11:00,WTG-21,Hydraulic System,403,Hydraulic pump motor overload,0.8,TRIP
540,2025-05-07 08:00:00,2025-05-10 08:00:00,WTG-21,PCM-PROG,001,manual stop_maintenance,72.0,Preventive
541,2025-05-07 10:21:00,2025-05-07 22:15:00,WTG-14,Yaw System,304,Yaw brake failure,11.9,TRIP
542,2025-05-07 21:13:00,2025-05-08 01:31:00,WTG-07,Gearbox,704,Oil filter clogged,4.3,TRIP
543,2025-05-07 23:40:00,2025-05-09 06:58:00,WTG-05,PCM-CORR,002,manual stop_repair,31.3,Corrective
544,2025-05-08 00:57:00,2025-05-08 02:21:00,WTG-05,Gearbox,701,Low oil pressure,1.4,TRIP
545,2025-05-08 03:48:00,2025-05-08 13:06:00,WTG-30,Yaw System,304,Yaw brake failure,9.3,TRIP
546,2025-05-08 10:04:00,2025-05-09 01:52:00,WTG-23,Pitch System,202,Pitch battery fault,15.8,TRIP
547,2025-05-08 13:26:00,2025-05-08 15:50:00,WTG-21,Sensors,802,Wind vane error,2.4,TRIP
548,2025-05-09 03:01:00,2025-05-09 21:31:00,WTG-22,Hydraulic System,404,Hydraulic oil low level,18.5,TRIP
549,2025-05-09 15:26:00,2025-05-09 21:02:00,WTG-30,Electrical,602,IGBT overtemperature,5.6,TRIP
550,2025-05-09 15:58:00,2025-05-09 18:04:00,WTG-25,Generator,503,Bearing temperature high,2.1,TRIP
551,2025-05-09 18:13:00,2025-05-10 06:55:00,WTG-21,Hydraulic System,404,Hydraulic oil low level,12.7,TRIP
552,2025-05-10 00:59:00,2025-05-10 16:05:00,WTG-21,Gearbox,701,Low oil pressure,15.1,TRIP
553,2025-05-10 02:25:00,2025-05-10 09:37:00,WTG-02,Pitch System,203,Pitch motor overtemperature,7.2,TRIP
554,2025-05-10 08:00:00,2025-05-13 08:00:00,WTG-14,PCM-PROG,001,manual stop_maintenance,72.0,Preventive
555,2025-05-10 08:14:00,2025-05-10 19:50:00,WTG-27,PCM-CORR,002,manual stop_repair,11.6,Corrective
556,2025-05-10 14:18:00,2025-05-11 05:54:00,WTG-17,Gearbox,702,High oil temperature,15.6,TRIP
557,2025-05-11 03:49:00,2025-05-11 04:49:00,WTG-23,Pitch System,205,Blade angle asymmetry limit reached,1.0,TRIP
558,2025-05-11 19:34:00,2025-05-12 11:52:00,WTG-27,Sensors,801,Anemometer mismatch,16.3,TRIP
559,2025-05-11 20:59:00,2025-05-11 23:23:00,WTG-02,Electrical,603,Converter communication failure,2.4,TRIP
560,2025-05-12 01:17:00,2025-05-12 10:47:00,WTG-08,Electrical,604,DC link overvoltage,9.5,TRIP
561,2025-05-12 07:59:00,2025-05-13 02:53:00,WTG-18,Gearbox,704,Oil filter clogged,18.9,TRIP
562,2025-05-12 22:14:00,2025-05-14 05:44:00,WTG-23,Gearbox,701,Low oil pressure,31.5,TRIP
563,2025-05-13 02:49:00,2025-05-13 05:31:00,WTG-08,Pitch System,204,Pitch position sensor error,2.7,TRIP
564,2025-05-13 12:13:00,2025-05-14 15:25:00,WTG-06,PCM-CORR,002,manual stop_repair,27.2,Corrective
565,2025-05-14 01:48:00,2025-05-14 08:06:00,WTG-12,Hydraulic System,402,High hydraulic pressure,6.3,TRIP
566,2025-05-14 09:00:00,2025-05-17 09:00:00,WTG-22,PCM-PROG,001,manual stop_maintenance,72.0,Preventive
567,2025-05-14 10:34:00,2025-05-14 20:16:00,WTG-20,Gearbox,705,Gear mesh frequency vibration,9.7,TRIP
568,2025-05-14 13:22:00,2025-05-14 16:28:00,WTG-13,PCM-CORR,002,manual stop_repair,3.1,Corrective
569,2025-05-14 13:52:00,2025-05-15 16:16:00,WTG-04,Hydraulic System,401,Low hydraulic pressure,26.4,TRIP
570,2025-05-14 19:21:00,2025-05-14 21:03:00,WTG-01,Yaw System,302,Yaw motor overload,1.7,TRIP
571,2025-05-14 21:14:00,2025-05-15 02:20:00,WTG-13,Yaw System,302,Yaw motor overload,5.1,TRIP
572,2025-05-14 22:25:00,2025-05-15 16:49:00,WTG-24,Pitch System,204,Pitch position sensor error,18.4,TRIP
573,2025-05-14 23:55:00,2025-05-16 12:37:00,WTG-23,Electrical,602,IGBT overtemperature,36.7,TRIP
574,2025-05-15 02:58:00,2025-05-16 07:46:00,WTG-01,Sensors,803,Ice detection on blades,28.8,TRIP
575,2025-05-15 11:35:00,2025-05-15 16:59:00,WTG-03,Sensors,804,Ambient temperature out of range,5.4,TRIP
576,2025-05-15 14:26:00,2025-05-16 05:44:00,WTG-08,PCM-CORR,002,manual stop_repair,15.3,Corrective
577,2025-05-15 19:17:00,2025-05-16 13:05:00,WTG-30,Generator,503,Bearing temperature high,17.8,TRIP
578,2025-05-15 22:38:00,2025-05-16 03:50:00,WTG-13,Electrical,603,Converter communication failure,5.2,TRIP
579,2025-05-16 04:47:00,2025-05-16 05:53:00,WTG-22,Yaw System,303,Cable twist limit exceeded,1.1,TRIP
580,2025-05-16 05:46:00,2025-05-16 17:34:00,WTG-07,Generator,503,Bearing temperature high,11.8,TRIP
581,2025-05-16 09:04:00,2025-05-17 01:22:00,WTG-04,Yaw System,304,Yaw brake failure,16.3,TRIP
582,2025-05-16 14:45:00,2025-05-16 16:09:00,WTG-27,Pitch System,203,Pitch motor overtemperature,1.4,TRIP
583,2025-05-17 21:39:00,2025-05-18 00:39:00,WTG-14,Pitch System,205,Blade angle asymmetry limit reached,3.0,TRIP
584,2025-05-17 23:58:00,2025-05-18 04:10:00,WTG-08,Electrical,605,Grid frequency instability,4.2,TRIP
585,2025-05-18 05:38:00,2025-05-18 11:56:00,WTG-20,Pitch System,204,Pitch position sensor error,6.3,TRIP
586,2025-05-18 09:34:00,2025-05-19 08:46:00,WTG-26,Gearbox,705,Gear mesh frequency vibration,23.2,TRIP
587,2025-05-18 15:10:00,2025-05-18 17:34:00,WTG-11,Pitch System,202,Pitch battery fault,2.4,TRIP
588,2025-05-18 15:23:00,2025-05-18 17:17:00,WTG-09,Pitch System,203,Pitch motor overtemperature,1.9,TRIP
589,2025-05-18 21:31:00,2025-05-19 12:31:00,WTG-09,Hydraulic System,402,High hydraulic pressure,15.0,TRIP
590,2025-05-19 02:20:00,2025-05-19 08:08:00,WTG-02,Electrical,604,DC link overvoltage,5.8,TRIP
591,2025-05-19 03:45:00,2025-05-19 14:21:00,WTG-07,Pitch System,203,Pitch motor overtemperature,10.6,TRIP
592,2025-05-19 04:31:00,2025-05-19 12:07:00,WTG-05,Yaw System,302,Yaw motor overload,7.6,TRIP
593,2025-05-19 05:55:00,2025-05-20 01:49:00,WTG-28,Sensors,804,Ambient temperature out of range,19.9,TRIP
594,2025-05-19 06:58:00,2025-05-19 19:04:00,WTG-04,Sensors,801,Anemometer mismatch,12.1,TRIP
595,2025-05-19 08:00:00,2025-05-22 08:00:00,WTG-19,PCM-PROG,001,manual stop_maintenance,72.0,Preventive
596,2025-05-19 08:47:00,2025-05-19 11:11:00,WTG-24,Gearbox,701,Low oil pressure,2.4,TRIP
597,2025-05-19 14:53:00,2025-05-19 16:17:00,WTG-08,Gearbox,704,Oil filter clogged,1.4,TRIP
598,2025-05-20 04:54:00,2025-05-20 12:12:00,WTG-28,Gearbox,705,Gear mesh frequency vibration,7.3,TRIP
599,2025-05-20 07:48:00,2025-05-20 11:00:00,WTG-22,Electrical,602,IGBT overtemperature,3.2,TRIP
600,2025-05-20 08:00:00,2025-05-23 08:00:00,WTG-25,PCM-PROG,001,manual stop_maintenance,72.0,Preventive
601,2025-05-20 17:04:00,2025-05-21 00:46:00,WTG-29,Hydraulic System,402,High hydraulic pressure,7.7,TRIP
602,2025-05-20 20:01:00,2025-05-21 02:55:00,WTG-22,Pitch System,205,Blade angle asymmetry limit reached,6.9,TRIP
603,2025-05-21 07:02:00,2025-05-22 06:44:00,WTG-18,PCM-CORR,002,manual stop_repair,23.7,Corrective
604,2025-05-21 14:50:00,2025-05-21 18:08:00,WTG-15,Generator,502,Generator cooling failure,3.3,TRIP
605,2025-05-21 20:20:00,2025-05-22 02:02:00,WTG-05,PCM-CORR,002,manual stop_repair,5.7,Corrective
606,2025-05-22 12:02:00,2025-05-22 20:44:00,WTG-10,Electrical,604,DC link overvoltage,8.7,TRIP
607,2025-05-22 12:34:00,2025-05-23 04:04:00,WTG-18,Hydraulic System,404,Hydraulic oil low level,15.5,TRIP
608,2025-05-22 15:14:00,2025-05-23 04:32:00,WTG-10,Gearbox,704,Oil filter clogged,13.3,TRIP
609,2025-05-22 15:22:00,2025-05-22 17:16:00,WTG-12,Sensors,802,Wind vane error,1.9,TRIP
610,2025-05-22 21:13:00,2025-05-23 15:55:00,WTG-14,PCM-CORR,002,manual stop_repair,18.7,Corrective
611,2025-05-23 02:03:00,2025-05-23 07:33:00,WTG-08,Electrical,605,Grid frequency instability,5.5,TRIP
612,2025-05-23 05:44:00,2025-05-23 14:38:00,WTG-13,Pitch System,204,Pitch position sensor error,8.9,TRIP
613,2025-05-23 19:20:00,2025-05-24 08:20:00,WTG-26,Pitch System,201,Difference between Pitch angles,13.0,TRIP
614,2025-05-24 01:26:00,2025-05-24 02:20:00,WTG-21,Pitch System,203,Pitch motor overtemperature,0.9,TRIP
615,2025-05-24 02:07:00,2025-05-24 06:25:00,WTG-25,Gearbox,701,Low oil pressure,4.3,TRIP
616,2025-05-24 11:00:00,2025-05-24 15:00:00,WTG-04,Electrical,604,DC link overvoltage,4.0,TRIP
617,2025-05-25 05:57:00,2025-05-25 16:15:00,WTG-06,Yaw System,305,Yaw inverter fault,10.3,TRIP
618,2025-05-25 17:34:00,2025-05-26 02:28:00,WTG-24,Electrical,602,IGBT overtemperature,8.9,TRIP
619,2025-05-25 17:57:00,2025-05-26 18:21:00,WTG-15,PCM-CORR,002,manual stop_repair,24.4,Corrective
620,2025-05-25 22:01:00,2025-05-25 23:07:00,WTG-09,Electrical,602,IGBT overtemperature,1.1,TRIP
621,2025-05-26 02:12:00,2025-05-26 04:18:00,WTG-23,Hydraulic System,403,Hydraulic pump motor overload,2.1,TRIP
622,2025-05-26 02:16:00,2025-05-26 21:58:00,WTG-18,Gearbox,701,Low oil pressure,19.7,TRIP
623,2025-05-26 16:39:00,2025-05-26 21:15:00,WTG-15,Generator,503,Bearing temperature high,4.6,TRIP
624,2025-05-27 01:54:00,2025-05-28 00:54:00,WTG-18,PCM-CORR,002,manual stop_repair,23.0,Corrective
625,2025-05-27 02:14:00,2025-05-27 11:26:00,WTG-13,Sensors,801,Anemometer mismatch,9.2,TRIP
626,2025-05-27 17:43:00,2025-05-28 14:07:00,WTG-18,PCM-CORR,002,manual stop_repair,20.4,Corrective
627,2025-05-28 07:33:00,2025-05-29 14:33:00,WTG-14,PCM-CORR,002,manual stop_repair,31.0,Corrective
628,2025-05-28 10:55:00,2025-05-29 03:13:00,WTG-23,Gearbox,705,Gear mesh frequency vibration,16.3,TRIP
629,2025-05-28 16:19:00,2025-05-28 19:19:00,WTG-24,Electrical,602,IGBT overtemperature,3.0,TRIP
630,2025-05-29 02:39:00,2025-05-29 13:57:00,WTG-24,PCM-CORR,002,manual stop_repair,11.3,Corrective
631,2025-05-29 13:08:00,2025-05-29 14:38:00,WTG-01,Generator,502,Generator cooling failure,1.5,TRIP
632,2025-05-29 15:55:00,2025-05-30 02:37:00,WTG-19,Gearbox,701,Low oil pressure,10.7,TRIP
633,2025-05-30 10:41:00,2025-05-30 20:23:00,WTG-14,Generator,502,Generator cooling failure,9.7,TRIP
634,2025-05-30 18:04:00,2025-05-30 19:40:00,WTG-21,Generator,503,Bearing temperature high,1.6,TRIP
635,2025-05-30 22:12:00,2025-05-30 23:06:00,WTG-13,Yaw System,305,Yaw inverter fault,0.9,TRIP
636,2025-05-31 02:16:00,2025-05-31 06:28:00,WTG-15,Yaw System,303,Cable twist limit exceeded,4.2,TRIP
637,2025-05-31 16:52:00,2025-05-31 19:34:00,WTG-09,Hydraulic System,402,High hydraulic pressure,2.7,TRIP
638,2025-06-01 09:19:00,2025-06-01 14:55:00,WTG-26,Hydraulic System,404,Hydraulic oil low level,5.6,TRIP
639,2025-06-01 11:04:00,2025-06-01 20:10:00,WTG-07,Hydraulic System,404,Hydraulic oil low level,9.1,TRIP
640,2025-06-01 13:24:00,2025-06-02 08:42:00,WTG-12,Yaw System,305,Yaw inverter fault,19.3,TRIP
641,2025-06-01 14:42:00,2025-06-02 04:54:00,WTG-13,PCM-CORR,002,manual stop_repair,14.2,Corrective
642,2025-06-02 01:09:00,2025-06-02 04:57:00,WTG-11,Gearbox,705,Gear mesh frequency vibration,3.8,TRIP
643,2025-06-02 20:38:00,2025-06-03 08:32:00,WTG-09,Hydraulic System,405,Valve switching failure,11.9,TRIP
644,2025-06-02 21:25:00,2025-06-03 00:07:00,WTG-29,Electrical,601,Grid voltage out of limits,2.7,TRIP
645,2025-06-03 04:30:00,2025-06-03 11:54:00,WTG-14,Electrical,604,DC link overvoltage,7.4,TRIP
646,2025-06-03 07:04:00,2025-06-03 10:28:00,WTG-29,Sensors,802,Wind vane error,3.4,TRIP
647,2025-06-03 14:12:00,2025-06-04 09:30:00,WTG-21,PCM-CORR,002,manual stop_repair,19.3,Corrective
648,2025-06-03 17:09:00,2025-06-03 22:57:00,WTG-21,Generator,505,Generator overspeed,5.8,TRIP
649,2025-06-03 19:13:00,2025-06-03 20:07:00,WTG-29,Electrical,604,DC link overvoltage,0.9,TRIP
650,2025-06-04 09:23:00,2025-06-05 20:59:00,WTG-01,PCM-CORR,002,manual stop_repair,35.6,Corrective
651,2025-06-04 14:18:00,2025-06-04 18:42:00,WTG-16,Pitch System,204,Pitch position sensor error,4.4,TRIP
652,2025-06-04 21:57:00,2025-06-06 02:03:00,WTG-03,PCM-CORR,002,manual stop_repair,28.1,Corrective
653,2025-06-05 04:02:00,2025-06-06 10:50:00,WTG-21,PCM-CORR,002,manual stop_repair,30.8,Corrective
654,2025-06-05 07:08:00,2025-06-06 06:20:00,WTG-16,PCM-CORR,002,manual stop_repair,23.2,Corrective
655,2025-06-05 20:30:00,2025-06-06 05:06:00,WTG-05,Gearbox,703,Bearing vibration high,8.6,TRIP
656,2025-06-06 04:28:00,2025-06-06 08:10:00,WTG-28,Electrical,605,Grid frequency instability,3.7,TRIP
657,2025-06-06 05:38:00,2025-06-06 09:20:00,WTG-16,Yaw System,302,Yaw motor overload,3.7,TRIP
658,2025-06-06 07:01:00,2025-06-06 11:31:00,WTG-16,Generator,503,Bearing temperature high,4.5,TRIP
659,2025-06-06 11:57:00,2025-06-06 17:15:00,WTG-01,Sensors,801,Anemometer mismatch,5.3,TRIP
660,2025-06-06 14:27:00,2025-06-07 11:03:00,WTG-08,Electrical,605,Grid frequency instability,20.6,TRIP
661,2025-06-06 20:13:00,2025-06-07 11:07:00,WTG-08,Generator,502,Generator cooling failure,14.9,TRIP
662,2025-06-06 22:24:00,2025-06-07 22:54:00,WTG-25,Yaw System,304,Yaw brake failure,24.5,TRIP
663,2025-06-07 07:35:00,2025-06-08 15:47:00,WTG-06,PCM-CORR,002,manual stop_repair,32.2,Corrective
664,2025-06-08 14:46:00,2025-06-09 21:46:00,WTG-22,PCM-CORR,002,manual stop_repair,31.0,Corrective
665,2025-06-09 05:04:00,2025-06-10 00:40:00,WTG-11,Generator,503,Bearing temperature high,19.6,TRIP
666,2025-06-09 06:44:00,2025-06-10 04:32:00,WTG-11,Gearbox,703,Bearing vibration high,21.8,TRIP
667,2025-06-10 00:43:00,2025-06-10 12:07:00,WTG-19,Sensors,802,Wind vane error,11.4,TRIP
668,2025-06-10 07:52:00,2025-06-11 12:16:00,WTG-19,Hydraulic System,404,Hydraulic oil low level,28.4,TRIP
669,2025-06-10 14:57:00,2025-06-10 16:03:00,WTG-24,Pitch System,202,Pitch battery fault,1.1,TRIP
670,2025-06-10 23:47:00,2025-06-11 05:17:00,WTG-22,Yaw System,303,Cable twist limit exceeded,5.5,TRIP
671,2025-06-11 00:49:00,2025-06-11 14:13:00,WTG-07,PCM-CORR,002,manual stop_repair,13.4,Corrective
672,2025-06-11 07:36:00,2025-06-11 21:30:00,WTG-28,Hydraulic System,404,Hydraulic oil low level,13.9,TRIP
673,2025-06-11 14:29:00,2025-06-11 18:53:00,WTG-04,Yaw System,302,Yaw motor overload,4.4,TRIP
674,2025-06-11 17:27:00,2025-06-11 19:57:00,WTG-29,Gearbox,705,Gear mesh frequency vibration,2.5,TRIP
675,2025-06-11 21:36:00,2025-06-12 02:12:00,WTG-02,Yaw System,301,Yaw error,4.6,TRIP
676,2025-06-11 23:01:00,2025-06-13 09:25:00,WTG-22,PCM-CORR,002,manual stop_repair,34.4,Corrective
677,2025-06-12 01:05:00,2025-06-12 16:47:00,WTG-07,PCM-CORR,002,manual stop_repair,15.7,Corrective
678,2025-06-12 04:01:00,2025-06-12 05:31:00,WTG-04,Hydraulic System,405,Valve switching failure,1.5,TRIP
679,2025-06-12 12:05:00,2025-06-12 16:47:00,WTG-10,Yaw System,305,Yaw inverter fault,4.7,TRIP
680,2025-06-13 02:09:00,2025-06-14 01:39:00,WTG-18,PCM-CORR,002,manual stop_repair,23.5,Corrective
681,2025-06-13 07:59:00,2025-06-13 09:53:00,WTG-27,Gearbox,705,Gear mesh frequency vibration,1.9,TRIP
682,2025-06-13 10:49:00,2025-06-13 13:49:00,WTG-23,Sensors,801,Anemometer mismatch,3.0,TRIP
683,2025-06-13 13:06:00,2025-06-13 14:00:00,WTG-30,Generator,505,Generator overspeed,0.9,TRIP
684,2025-06-14 02:35:00,2025-06-14 18:35:00,WTG-20,Gearbox,702,High oil temperature,16.0,TRIP
685,2025-06-14 03:13:00,2025-06-14 06:19:00,WTG-20,Hydraulic System,402,High hydraulic pressure,3.1,TRIP
686,2025-06-14 18:14:00,2025-06-14 19:14:00,WTG-24,Gearbox,704,Oil filter clogged,1.0,TRIP
